ID,TYPE,SYMBOL,COMPANY,INDUSTRY,EXCHANGE,ENTRYPRICE,TARGETPRICE,STRIKEPRICE,STOPLOSS,POTENTIALRETURN,STARTDATE,HOLDPERIOD,RISK,STATUS,PICKPOSITION,CLOSEDATE,CLOSEREASON,PERCENTGAIN,CLOSEDEMAILSENT,LASTTRADE,UNDERLYING_STOCK_SYMBOL,PORTFOLIOGAIN,COMMENTS,,QPICK,STARTDATETEMP
73830,Buy Calls,WKHS,WKHS Jul 16 2021 20 Call,,,1.3,2.3,20,0.51,,2021-06-29,,,ACTIVE,Closed,2021-06-29,STOPPED OUT,-59,YES,,WKHS,-590,Monster move forming here.,,NO,NULL
73908,Buy Calls,X,X Apr 16 2021 27.5 Call,,,1.15,1.8,27.5,0.45,,2021-03-30,,,ACTIVE,Closed,2021-03-31,TARGET REACHED,57,YES,,X,570,Beauty of a breakout and X has outstanding price activity behind it.,,NO,NULL
73976,Buy Calls,X,X Jan 22 2021 22.5 Call (Weekly),,,0.88,1.32,22.5,0.25,,2021-01-06,,,ACTIVE,Closed,2021-01-08,TARGET REACHED,35,YES,,X,350,"Quick trade, wanted a pull back but now clear path way for another 15% over the next few sessions. ",,NO,NULL
73878,Buy Calls,X,X Jun 4 2021 28 Call (Weekly),,,1.18,1.81,28,0.5,,2021-05-06,,,ACTIVE,Closed,2021-05-07,TARGET REACHED,53,YES,,X,530,"Chart set up is fantastic, just need this to follow through. ",,NO,NULL
73910,Buy Calls,XLE,XLE Apr 16 2021 52 Call,,,0.93,1.68,52,0.3,,2021-03-26,,,ACTIVE,Closed,2021-03-26,STOPPED OUT,-59,YES,,XLE,-590,"Strong price activity, strong option volume.  Checks all the boas for triggers.   ",,NO,NULL
73934,Buy Calls,XOM,XOM Mar 19 2021 58 Call,,,1.3,1.57,58,0.5,,2021-02-24,,,ACTIVE,Closed,2021-03-01,TARGET REACHED,21,YES,,XOM,210,Beauty of a breakout,,NO,NULL
73946,Buy Calls,XPEV,XPEV Feb 26 2021 55 Call (Weekly),,,2.12,4.25,55,0.91,,2021-02-09,,,ACTIVE,Closed,2021-02-16,STOPPED OUT,-57,YES,,XPEV,-570,XPEV has strong upside call volume but the technicals are outstanding right now.,,NO,NULL
73832,Buy Calls,YALA,YALA Jul 16 2021 22.5 Call,,,1,2,22.5,0.3,,2021-06-28,,,ACTIVE,Closed,2021-06-28,STOPPED OUT,-70,YES,,YALA,-700,YALA in breakout mode,,NO,NULL
73893,Buy Calls,YETI,YETI Apr 30 2021 90 Call (Weekly),,,1.85,4,90,0.6,,2021-04-16,,,ACTIVE,Closed,2021-04-16,STOPPED OUT,-64,YES,,YETI,-640,YETI is breaking out here.  $90 is a magnet.  Quick trade.,,NO,NULL
74035,Buy Calls,ZI,ZI Nov 20 2020 50 Call,,,1.65,3.3,50,0.65,,2020-10-19,,,ACTIVE,Closed,2020-10-26,STOPPED OUT,-61,YES,,ZI,-610,,,NO,NULL
